location,lat,long,category,time,time_classification,date,description,reported
Highpoint,-1.1,37.015,kidnapping,01:10,night,2024-06-17,Nilishuhudia tukio hilo ambapo mhalifu alikimbia mara moja baada ya tukio kulikuwa na vilio na machafuko makubwa.,yes
Gachororo,-1.0905,37.0119,murder,00:52,night,2024-07-05,"Nilipokuwa karibu na eneo hilo, niliona kuwa majirani walijaribu kuingilia kati lakini tukio lilivutia watu wengi waliokuwa wakipita.",no
Juja Market,-1.096,37.0175,traffic violations,11:56,morning,2024-11-30,Mimi binafsi niliona jinsi watu walipiga kelele wakitaka msaada huku kulikuwa na vilio na machafuko makubwa.,no
Juja Police Station,-1.093,37.0155,assault,03:01,night,2024-05-17,Kwa macho yangu mwenyewe niliona kwamba mhalifu alikimbia mara moja baada ya tukio kuna mtu alichukua picha kwa kutumia simu.,yes
JKUAT Enterprises LTD.,-1.0915,37.014,armed robbery,03:41,night,2024-12-12,Kwa macho yangu mwenyewe niliona kwamba hakuna aliyekuwa tayari kuingilia kati wakati tukio lilivutia watu wengi waliokuwa wakipita.,no
Juja City Mall,-1.095,37.0165,reckless driving,05:11,night,2024-09-06,Mimi binafsi niliona jinsi mhalifu alikimbia mara moja baada ya tukio walionekana wakitumia panga na silaha nyingine.,no
Juja Stage,-1.099,37.02,armed robbery,02:51,night,2024-12-18,"Wakati nilipokuwa karibu, niliona jinsi majirani walijaribu kuingilia kati lakini kulikuwa na vilio na machafuko makubwa.",yes
Juja Square,-1.098,37.019,kidnapping,21:52,night,2024-12-13,"Wakati nilipokuwa karibu, niliona jinsi majirani walijaribu kuingilia kati lakini tukio lilivutia watu wengi waliokuwa wakipita.",yes
Gate C,-1.0922,37.0131,domestic violence,00:24,night,2025-06-07,Nilishuhudia tukio hilo ambapo watu walipiga kelele wakitaka msaada huku kulikuwa na vilio na machafuko makubwa.,yes
JKUAT Main Gate,-1.0925,37.011,burglary,22:57,night,2024-07-11,Mimi binafsi niliona jinsi mhalifu alikimbia mara moja baada ya tukio tukio lilivutia watu wengi waliokuwa wakipita.,no
Highpoint,-1.1,37.015,robbery,16:49,afternoon,2025-01-31,"Nilipokuwa karibu na eneo hilo, niliona kuwa mtuhumiwa alikimbilia upande wa polisi walifika baada ya dakika kadhaa.",no
JKUAT Enterprises LTD.,-1.0915,37.014,burglary,21:51,night,2024-12-30,Kwa macho yangu mwenyewe niliona kwamba mtuhumiwa alikimbilia upande wa kuna mtu alichukua picha kwa kutumia simu.,no
JKUAT SAJOREC Botanical Garden,-1.093,37.0155,robbery,17:40,evening,2024-07-20,"Nilipokuwa karibu na eneo hilo, niliona kuwa watu walipiga kelele wakitaka msaada huku kuna mtu alichukua picha kwa kutumia simu.",no
Highpoint,-1.1,37.015,phone snatching,13:13,afternoon,2025-06-20,Mimi binafsi niliona jinsi mtuhumiwa alikimbilia upande wa kuna mtu alichukua picha kwa kutumia simu.,no
Gachororo,-1.0905,37.0119,reckless driving,11:03,morning,2025-01-04,Nilishuhudia tukio hilo ambapo hakuna aliyekuwa tayari kuingilia kati wakati kulikuwa na vilio na machafuko makubwa.,yes
JKUAT hostels area,-1.09,37.012,reckless driving,17:41,evening,2024-05-13,"Nilipokuwa karibu na eneo hilo, niliona kuwa mhalifu alikimbia mara moja baada ya tukio kulikuwa na vilio na machafuko makubwa.",yes
JKUAT Enterprises LTD.,-1.0915,37.014,kidnapping,20:17,evening,2025-01-16,"Wakati nilipokuwa karibu, niliona jinsi watu walipiga kelele wakitaka msaada huku kuna mtu alichukua picha kwa kutumia simu.",yes
JKUAT Main Gate,-1.0925,37.011,robbery,11:23,morning,2024-12-24,"Nilipokuwa karibu na eneo hilo, niliona kuwa hakuna aliyekuwa tayari kuingilia kati wakati kuna mtu alichukua picha kwa kutumia simu.",no
Juja City Mall,-1.095,37.0165,kidnapping,02:26,night,2024-07-20,Mimi binafsi niliona jinsi hakuna aliyekuwa tayari kuingilia kati wakati kuna mtu alichukua picha kwa kutumia simu.,yes
JKUAT Hospital,-1.0922,37.0131,drug possession,20:02,evening,2024-09-07,Nilishuhudia tukio hilo ambapo watu walipiga kelele wakitaka msaada huku tukio lilivutia watu wengi waliokuwa wakipita.,yes
Gate B,-1.0932,37.0125,drug trafficking,00:25,night,2025-06-19,Mimi binafsi niliona jinsi mhalifu alikimbia mara moja baada ya tukio walionekana wakitumia panga na silaha nyingine.,yes
JKUAT Main Gate,-1.0925,37.011,battery,06:20,morning,2024-10-09,"Nilipokuwa karibu na eneo hilo, niliona kuwa mtuhumiwa alikimbilia upande wa walionekana wakitumia panga na silaha nyingine.",no
Gachororo,-1.0905,37.0119,domestic violence,11:26,morning,2025-02-20,"Wakati nilipokuwa karibu, niliona jinsi hakuna aliyekuwa tayari kuingilia kati wakati kulikuwa na vilio na machafuko makubwa.",yes
Highpoint,-1.1,37.015,reckless driving,20:51,evening,2024-07-18,Mimi binafsi niliona jinsi watu walipiga kelele wakitaka msaada huku walionekana wakitumia panga na silaha nyingine.,yes
JKUAT Main Gate,-1.0925,37.011,burglary,02:17,night,2025-05-23,Nilishuhudia tukio hilo ambapo watu walipiga kelele wakitaka msaada huku walionekana wakitumia panga na silaha nyingine.,yes
JKUAT Main Gate,-1.0925,37.011,murder,21:16,night,2024-08-22,"Wakati nilipokuwa karibu, niliona jinsi mhalifu alikimbia mara moja baada ya tukio kuna mtu alichukua picha kwa kutumia simu.",no
Cherry Park,-1.0948,37.0106,robbery,11:42,morning,2025-04-21,Nilishuhudia tukio hilo ambapo mtuhumiwa alikimbilia upande wa walionekana wakitumia panga na silaha nyingine.,no
Juja Stage,-1.099,37.02,robbery,23:18,night,2024-12-21,"Nilipokuwa karibu na eneo hilo, niliona kuwa majirani walijaribu kuingilia kati lakini tukio lilivutia watu wengi waliokuwa wakipita.",no
Cherry Park,-1.0948,37.0106,murder,20:18,evening,2024-09-26,"Nilipokuwa karibu na eneo hilo, niliona kuwa majirani walijaribu kuingilia kati lakini kuna mtu alichukua picha kwa kutumia simu.",no
Juja City Mall,-1.095,37.0165,drug possession,02:28,night,2024-09-09,Nilishuhudia tukio hilo ambapo mtuhumiwa alikimbilia upande wa kulikuwa na vilio na machafuko makubwa.,yes
JKUAT Main Gate,-1.0925,37.011,sexual harrasment,12:27,afternoon,2025-07-04,Kwa macho yangu mwenyewe niliona kwamba mhalifu alikimbia mara moja baada ya tukio walionekana wakitumia panga na silaha nyingine.,no
Cherry Park,-1.0948,37.0106,reckless driving,00:53,night,2025-05-05,Mimi binafsi niliona jinsi watu walipiga kelele wakitaka msaada huku polisi walifika baada ya dakika kadhaa.,no
Highpoint,-1.1,37.015,fraud,20:51,evening,2025-06-27,"Nilipokuwa karibu na eneo hilo, niliona kuwa watu walipiga kelele wakitaka msaada huku polisi walifika baada ya dakika kadhaa.",no
JKUAT hostels area,-1.09,37.012,traffic violations,12:05,afternoon,2024-10-17,Mimi binafsi niliona jinsi hakuna aliyekuwa tayari kuingilia kati wakati polisi walifika baada ya dakika kadhaa.,no
Gate B,-1.0932,37.0125,reckless driving,16:59,afternoon,2025-06-18,Mimi binafsi niliona jinsi watu walipiga kelele wakitaka msaada huku walionekana wakitumia panga na silaha nyingine.,no
Gachororo,-1.0905,37.0119,sexual harrasment,08:59,morning,2024-07-21,"Nilipokuwa karibu na eneo hilo, niliona kuwa watu walipiga kelele wakitaka msaada huku polisi walifika baada ya dakika kadhaa.",yes
Juja Market,-1.096,37.0175,sexual harrasment,10:15,morning,2024-07-27,Mimi binafsi niliona jinsi watu walipiga kelele wakitaka msaada huku tukio lilivutia watu wengi waliokuwa wakipita.,no
Cherry Park,-1.0948,37.0106,reckless driving,13:11,afternoon,2025-03-13,"Nilipokuwa karibu na eneo hilo, niliona kuwa majirani walijaribu kuingilia kati lakini polisi walifika baada ya dakika kadhaa.",no
Gachororo,-1.0905,37.0119,phone snatching,15:54,afternoon,2024-06-13,Nilishuhudia tukio hilo ambapo hakuna aliyekuwa tayari kuingilia kati wakati kuna mtu alichukua picha kwa kutumia simu.,no
Gate B,-1.0932,37.0125,kidnapping,23:30,night,2025-01-14,Nilishuhudia tukio hilo ambapo mhalifu alikimbia mara moja baada ya tukio kuna mtu alichukua picha kwa kutumia simu.,yes
JKUAT Main Gate,-1.0925,37.011,murder,16:19,afternoon,2025-07-12,"Nilipokuwa karibu na eneo hilo, niliona kuwa hakuna aliyekuwa tayari kuingilia kati wakati kulikuwa na vilio na machafuko makubwa.",yes
Gachororo,-1.0905,37.0119,sexual harrasment,06:36,morning,2024-11-10,Kwa macho yangu mwenyewe niliona kwamba majirani walijaribu kuingilia kati lakini kuna mtu alichukua picha kwa kutumia simu.,yes
Juja Police Station,-1.099,37.02,assault,12:50,afternoon,2025-04-05,Mimi binafsi niliona jinsi mtuhumiwa alikimbilia upande wa tukio lilivutia watu wengi waliokuwa wakipita.,yes
Juja Square,-1.098,37.019,kidnapping,21:39,night,2025-01-02,"Nilipokuwa karibu na eneo hilo, niliona kuwa majirani walijaribu kuingilia kati lakini walionekana wakitumia panga na silaha nyingine.",yes
Juja Square,-1.098,37.019,fraud,17:46,evening,2024-05-14,Nilishuhudia tukio hilo ambapo mhalifu alikimbia mara moja baada ya tukio kuna mtu alichukua picha kwa kutumia simu.,no
JKUAT Enterprises LTD.,-1.0915,37.014,traffic violations,23:05,night,2024-08-01,Mimi binafsi niliona jinsi mtuhumiwa alikimbilia upande wa kuna mtu alichukua picha kwa kutumia simu.,yes
Juja Police Station,-1.09,37.012,drug trafficking,11:21,morning,2024-06-09,"Nilipokuwa karibu na eneo hilo, niliona kuwa mhalifu alikimbia mara moja baada ya tukio tukio lilivutia watu wengi waliokuwa wakipita.",no
JKUAT SAJOREC Botanical Garden,-1.093,37.0155,fraud,00:16,night,2025-06-11,Mimi binafsi niliona jinsi watu walipiga kelele wakitaka msaada huku kulikuwa na vilio na machafuko makubwa.,yes
Juja City Mall,-1.095,37.0165,fraud,03:32,night,2024-11-25,"Wakati nilipokuwa karibu, niliona jinsi watu walipiga kelele wakitaka msaada huku tukio lilivutia watu wengi waliokuwa wakipita.",no
JKUAT SAJOREC Botanical Garden,-1.093,37.0155,fraud,08:43,morning,2024-09-27,"Nilipokuwa karibu na eneo hilo, niliona kuwa mhalifu alikimbia mara moja baada ya tukio kuna mtu alichukua picha kwa kutumia simu.",yes
JKUAT SAJOREC Botanical Garden,-1.093,37.0155,battery,13:07,afternoon,2024-11-29,Kwa macho yangu mwenyewe niliona kwamba mhalifu alikimbia mara moja baada ya tukio tukio lilivutia watu wengi waliokuwa wakipita.,yes
JKUAT Hospital,-1.0932,37.0125,drug possession,14:09,afternoon,2024-08-18,Nilishuhudia tukio hilo ambapo hakuna aliyekuwa tayari kuingilia kati wakati polisi walifika baada ya dakika kadhaa.,yes
Cherry Park,-1.0948,37.0106,drug trafficking,00:23,night,2024-09-13,Mimi binafsi niliona jinsi majirani walijaribu kuingilia kati lakini polisi walifika baada ya dakika kadhaa.,no
Gachororo,-1.0905,37.0119,traffic violations,04:43,night,2024-05-15,Nilishuhudia tukio hilo ambapo majirani walijaribu kuingilia kati lakini polisi walifika baada ya dakika kadhaa.,no
JKUAT hostels area,-1.09,37.012,drug trafficking,07:35,morning,2024-12-16,Mimi binafsi niliona jinsi hakuna aliyekuwa tayari kuingilia kati wakati polisi walifika baada ya dakika kadhaa.,no
JKUAT Main Gate,-1.0925,37.011,sexual harrasment,14:32,afternoon,2025-06-30,Kwa macho yangu mwenyewe niliona kwamba majirani walijaribu kuingilia kati lakini walionekana wakitumia panga na silaha nyingine.,yes
Gate C,-1.0922,37.0131,sexual harrasment,18:30,evening,2024-05-15,Kwa macho yangu mwenyewe niliona kwamba majirani walijaribu kuingilia kati lakini kulikuwa na vilio na machafuko makubwa.,yes
Highpoint,-1.1,37.015,sexual harrasment,05:49,night,2025-04-20,Kwa macho yangu mwenyewe niliona kwamba watu walipiga kelele wakitaka msaada huku polisi walifika baada ya dakika kadhaa.,yes
JKUAT SAJOREC Botanical Garden,-1.093,37.0155,phone snatching,14:42,afternoon,2024-05-23,Mimi binafsi niliona jinsi mhalifu alikimbia mara moja baada ya tukio kuna mtu alichukua picha kwa kutumia simu.,no
Cherry Park,-1.0948,37.0106,kidnapping,18:21,evening,2025-04-08,Nilishuhudia tukio hilo ambapo mtuhumiwa alikimbilia upande wa tukio lilivutia watu wengi waliokuwa wakipita.,no
JKUAT Enterprises LTD.,-1.0915,37.014,domestic violence,05:15,night,2024-08-22,"Nilipokuwa karibu na eneo hilo, niliona kuwa mtuhumiwa alikimbilia upande wa kuna mtu alichukua picha kwa kutumia simu.",yes
Gate B,-1.0932,37.0125,assault,18:12,evening,2024-12-20,Mimi binafsi niliona jinsi watu walipiga kelele wakitaka msaada huku walionekana wakitumia panga na silaha nyingine.,yes
JKUAT SAJOREC Botanical Garden,-1.093,37.0155,robbery,12:45,afternoon,2025-05-15,Kwa macho yangu mwenyewe niliona kwamba hakuna aliyekuwa tayari kuingilia kati wakati kulikuwa na vilio na machafuko makubwa.,yes
Juja Stage,-1.099,37.02,assault,15:11,afternoon,2024-07-11,Nilishuhudia tukio hilo ambapo mtuhumiwa alikimbilia upande wa kuna mtu alichukua picha kwa kutumia simu.,no
JKUAT Main Gate,-1.0925,37.011,murder,03:31,night,2025-06-14,Kwa macho yangu mwenyewe niliona kwamba majirani walijaribu kuingilia kati lakini kulikuwa na vilio na machafuko makubwa.,no
Juja Stage,-1.099,37.02,drug trafficking,17:37,evening,2025-03-16,Kwa macho yangu mwenyewe niliona kwamba majirani walijaribu kuingilia kati lakini polisi walifika baada ya dakika kadhaa.,yes
JKUAT SAJOREC Botanical Garden,-1.093,37.0155,drug possession,19:06,evening,2024-07-01,Nilishuhudia tukio hilo ambapo mhalifu alikimbia mara moja baada ya tukio kulikuwa na vilio na machafuko makubwa.,yes
Juja Stage,-1.099,37.02,assault,18:44,evening,2024-09-20,Nilishuhudia tukio hilo ambapo majirani walijaribu kuingilia kati lakini walionekana wakitumia panga na silaha nyingine.,yes
Gachororo,-1.0905,37.0119,armed robbery,00:45,night,2025-01-06,Kwa macho yangu mwenyewe niliona kwamba majirani walijaribu kuingilia kati lakini tukio lilivutia watu wengi waliokuwa wakipita.,yes
Juja Square,-1.098,37.019,drug trafficking,15:47,afternoon,2024-09-16,"Wakati nilipokuwa karibu, niliona jinsi majirani walijaribu kuingilia kati lakini polisi walifika baada ya dakika kadhaa.",yes
Cherry Park,-1.0948,37.0106,kidnapping,01:36,night,2025-04-21,"Nilipokuwa karibu na eneo hilo, niliona kuwa mtuhumiwa alikimbilia upande wa kuna mtu alichukua picha kwa kutumia simu.",no
Juja Stage,-1.099,37.02,reckless driving,01:35,night,2025-01-01,Nilishuhudia tukio hilo ambapo mtuhumiwa alikimbilia upande wa tukio lilivutia watu wengi waliokuwa wakipita.,no
Cherry Park,-1.0948,37.0106,domestic violence,14:48,afternoon,2025-03-22,Nilishuhudia tukio hilo ambapo watu walipiga kelele wakitaka msaada huku walionekana wakitumia panga na silaha nyingine.,no
Juja Stage,-1.099,37.02,domestic violence,22:06,night,2024-09-07,"Nilipokuwa karibu na eneo hilo, niliona kuwa hakuna aliyekuwa tayari kuingilia kati wakati kulikuwa na vilio na machafuko makubwa.",yes
JKUAT SAJOREC Botanical Garden,-1.093,37.0155,robbery,09:37,morning,2024-05-29,"Wakati nilipokuwa karibu, niliona jinsi hakuna aliyekuwa tayari kuingilia kati wakati kuna mtu alichukua picha kwa kutumia simu.",no
Juja City Mall,-1.095,37.0165,burglary,09:20,morning,2024-05-23,Kwa macho yangu mwenyewe niliona kwamba majirani walijaribu kuingilia kati lakini kulikuwa na vilio na machafuko makubwa.,yes
Gate C,-1.0922,37.0131,fraud,15:15,afternoon,2025-01-12,Kwa macho yangu mwenyewe niliona kwamba majirani walijaribu kuingilia kati lakini kuna mtu alichukua picha kwa kutumia simu.,no
JKUAT SAJOREC Botanical Garden,-1.093,37.0155,fraud,13:30,afternoon,2025-05-25,Kwa macho yangu mwenyewe niliona kwamba mhalifu alikimbia mara moja baada ya tukio kulikuwa na vilio na machafuko makubwa.,yes
JKUAT hostels area,-1.09,37.012,armed robbery,07:49,morning,2024-09-15,"Nilipokuwa karibu na eneo hilo, niliona kuwa mtuhumiwa alikimbilia upande wa polisi walifika baada ya dakika kadhaa.",no
Highpoint,-1.1,37.015,battery,22:07,night,2024-11-13,Kwa macho yangu mwenyewe niliona kwamba mtuhumiwa alikimbilia upande wa kuna mtu alichukua picha kwa kutumia simu.,no
Gachororo,-1.0905,37.0119,robbery,01:56,night,2025-02-04,"Nilipokuwa karibu na eneo hilo, niliona kuwa watu walipiga kelele wakitaka msaada huku kulikuwa na vilio na machafuko makubwa.",no
Gachororo,-1.0905,37.0119,domestic violence,00:45,night,2024-06-08,"Nilipokuwa karibu na eneo hilo, niliona kuwa mtuhumiwa alikimbilia upande wa tukio lilivutia watu wengi waliokuwa wakipita.",yes
JKUAT Hospital,-1.0922,37.0131,drug possession,06:49,morning,2024-12-19,"Wakati nilipokuwa karibu, niliona jinsi mhalifu alikimbia mara moja baada ya tukio kulikuwa na vilio na machafuko makubwa.",yes
Juja Market,-1.096,37.0175,drug possession,18:22,evening,2025-02-01,"Wakati nilipokuwa karibu, niliona jinsi mtuhumiwa alikimbilia upande wa polisi walifika baada ya dakika kadhaa.",yes
Gachororo,-1.0905,37.0119,fraud,02:15,night,2025-06-30,Nilishuhudia tukio hilo ambapo mtuhumiwa alikimbilia upande wa kuna mtu alichukua picha kwa kutumia simu.,yes
Juja Square,-1.098,37.019,drug possession,09:38,morning,2025-01-20,Kwa macho yangu mwenyewe niliona kwamba mhalifu alikimbia mara moja baada ya tukio walionekana wakitumia panga na silaha nyingine.,yes
Juja Square,-1.098,37.019,robbery,02:48,night,2024-05-26,Mimi binafsi niliona jinsi mhalifu alikimbia mara moja baada ya tukio kulikuwa na vilio na machafuko makubwa.,yes
JKUAT hostels area,-1.09,37.012,sexual harrasment,08:29,morning,2025-07-07,"Nilipokuwa karibu na eneo hilo, niliona kuwa hakuna aliyekuwa tayari kuingilia kati wakati tukio lilivutia watu wengi waliokuwa wakipita.",no
Gate B,-1.0932,37.0125,domestic violence,16:51,afternoon,2025-07-14,Nilishuhudia tukio hilo ambapo mhalifu alikimbia mara moja baada ya tukio walionekana wakitumia panga na silaha nyingine.,yes
Juja Square,-1.098,37.019,domestic violence,01:56,night,2025-01-11,"Wakati nilipokuwa karibu, niliona jinsi hakuna aliyekuwa tayari kuingilia kati wakati kulikuwa na vilio na machafuko makubwa.",no
Highpoint,-1.1,37.015,domestic violence,09:34,morning,2024-05-24,Nilishuhudia tukio hilo ambapo mtuhumiwa alikimbilia upande wa polisi walifika baada ya dakika kadhaa.,no
Cherry Park,-1.0948,37.0106,assault,17:02,evening,2024-09-20,"Wakati nilipokuwa karibu, niliona jinsi mhalifu alikimbia mara moja baada ya tukio kulikuwa na vilio na machafuko makubwa.",yes
Cherry Park,-1.0948,37.0106,murder,12:30,afternoon,2024-08-23,"Nilipokuwa karibu na eneo hilo, niliona kuwa watu walipiga kelele wakitaka msaada huku polisi walifika baada ya dakika kadhaa.",yes
Juja Square,-1.098,37.019,domestic violence,00:58,night,2024-08-02,Mimi binafsi niliona jinsi mhalifu alikimbia mara moja baada ya tukio tukio lilivutia watu wengi waliokuwa wakipita.,no
JKUAT SAJOREC Botanical Garden,-1.093,37.0155,fraud,00:36,night,2024-09-05,"Nilipokuwa karibu na eneo hilo, niliona kuwa watu walipiga kelele wakitaka msaada huku tukio lilivutia watu wengi waliokuwa wakipita.",yes
JKUAT Main Gate,-1.0925,37.011,armed robbery,19:05,evening,2025-05-09,"Nilipokuwa karibu na eneo hilo, niliona kuwa majirani walijaribu kuingilia kati lakini walionekana wakitumia panga na silaha nyingine.",yes
Gate C,-1.0922,37.0131,robbery,05:25,night,2024-07-29,"Wakati nilipokuwa karibu, niliona jinsi majirani walijaribu kuingilia kati lakini kuna mtu alichukua picha kwa kutumia simu.",yes
JKUAT Hospital,-1.0905,37.0119,drug possession,17:38,evening,2025-02-11,"Wakati nilipokuwa karibu, niliona jinsi watu walipiga kelele wakitaka msaada huku kuna mtu alichukua picha kwa kutumia simu.",yes
Highpoint,-1.1,37.015,kidnapping,13:40,afternoon,2024-09-20,Kwa macho yangu mwenyewe niliona kwamba majirani walijaribu kuingilia kati lakini walionekana wakitumia panga na silaha nyingine.,yes
Gate C,-1.0922,37.0131,drug trafficking,13:59,afternoon,2024-10-02,"Nilipokuwa karibu na eneo hilo, niliona kuwa hakuna aliyekuwa tayari kuingilia kati wakati kuna mtu alichukua picha kwa kutumia simu.",no
